molecule_chembl_id,target_chembl_id,canonical_smiles,standard_value,pIC50,assay_chembl_id,target_family,assay_type,compound_class,toxicity_risk,solubility_level,num_h_donors,num_h_acceptors,tpsa,num_rotatable_bonds,lipinski_compliant
CHEMBL158647,CHEMBL248,CCOC(=O)CCC(=O)Nc1nc(/C(=N\OC)C(=O)N[C@H](C(=O)N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C2Cc3ccccc3C2)C(C)C)cs1,452.0,6.3448615651886175,CHEMBL878146,Leukocyte elastase,B,Peptide,3,5,3.0,11.0,185.46,17.0,0
CHEMBL307286,CHEMBL2093863,CCc1nn(C2CCCC2)c2c1CCN(c1ccccc1)C2=O,160.0,6.795880017344075,CHEMBL769678,Phosphodiesterase 4,B,Small Molecule,2,3,0.0,3.0,38.13,3.0,1
CHEMBL555202,CHEMBL3157,Cc1ccc2cccc(OCc3c(Cl)ccc(N(C)C(=O)CNC(=O)/C=C/c4ccc(NC(=O)c5ccncc5)nc4)c3Cl)c2n1.Cl.Cl.Cl,2.8,8.55284196865778,CHEMBL653418,Bradykinin B2 receptor,B,Peptide,2,2,2.0,7.0,126.41,10.0,0
CHEMBL52330,CHEMBL249,O=c1[nH]nc(CN2CCO[C@H](OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2c2ccccc2)[nH]1,0.09,10.045757490560677,CHEMBL807955,Neurokinin 1 receptor,B,Peptide,5,1,2.0,5.0,83.24000000000001,6.0,0
CHEMBL151495,CHEMBL2864,NC1=NC(OCc2ccnc(Cl)c2)c2[nH]cnc2N1,40.0,7.397940008672037,CHEMBL751006,6-O-methylguanine-DNA methyltransferase,B,Small Molecule,5,3,3.0,6.0,101.21,3.0,1
CHEMBL151495,CHEMBL2864,NC1=NC(OCc2ccnc(Cl)c2)c2[nH]cnc2N1,50.0,7.301029995663981,CHEMBL751007,6-O-methylguanine-DNA methyltransferase,B,Small Molecule,4,5,3.0,6.0,101.21,3.0,1
CHEMBL66535,CHEMBL244,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,31.0,7.508638306165727,CHEMBL659609,Coagulation factor X,B,Peptide,1,3,0.0,5.0,73.29,4.0,0
CHEMBL325817,CHEMBL262,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F,14.0,7.853871964321762,CHEMBL682323,Glycogen synthase kinase-3 beta,B,Small Molecule,2,4,2.0,5.0,84.22,5.0,1
CHEMBL325817,CHEMBL3045,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F,1850.0,5.732828271596986,CHEMBL759475,Protein kinase C beta,B,Small Molecule,4,5,2.0,5.0,84.22,5.0,1
CHEMBL326208,CHEMBL262,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,14.0,7.853871964321762,CHEMBL682323,Glycogen synthase kinase-3 beta,B,Small Molecule,5,5,2.0,7.0,119.39,8.0,1
CHEMBL326208,CHEMBL3045,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,1880.0,5.72584215073632,CHEMBL759475,Protein kinase C beta,B,Small Molecule,2,1,2.0,7.0,119.39,8.0,1
CHEMBL326208,CHEMBL299,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,4700.0,5.327902142064283,CHEMBL759471,Protein kinase C alpha,B,Small Molecule,4,4,2.0,7.0,119.39,8.0,1
CHEMBL326208,CHEMBL2938,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,8600.0,5.0655015487564325,CHEMBL758471,Protein kinase C gamma,B,Small Molecule,1,1,2.0,7.0,119.39,8.0,1
CHEMBL297064,CHEMBL4804,C/C1=C/CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]2c2ccc(cc2C=O)C[C@@H](O)CC1,11000.0,4.958607314841775,CHEMBL662070,Dual specificity phosphatase Cdc25B,B,Small Molecule,5,1,1.0,2.0,37.3,6.0,0
CHEMBL45251,CHEMBL4804,CC(=O)O[C@@]1(C)CC/C(C)=C\CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]2c2ccc(cc2C(C)O)C1,30000.0,4.522878745280337,CHEMBL662070,Dual specificity phosphatase Cdc25B,B,Peptide,4,4,1.0,3.0,46.53,7.0,0
CHEMBL70261,CHEMBL1966,Cc1oncc1/C(S)=N/c1ccc(OC(F)(F)F)cc1,7200.0,5.142667503568732,CHEMBL665410,Dihydroorotate dehydrogenase,B,Small Molecule,4,3,1.0,4.0,47.620000000000005,3.0,1
CHEMBL418264,CHEMBL2095160,O=C(O)c1ccc(Cl)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,200.0,6.698970004336019,CHEMBL709172,Leukotriene B4 receptor,B,Small Molecule,5,2,2.0,3.0,66.76,4.0,1
CHEMBL608874,CHEMBL3575,Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](OP(=O)(O)O)O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,1000.0,6.0,CHEMBL770785,RNase L,B,Peptide,1,3,11.0,30.0,495.75,15.0,0
CHEMBL59109,CHEMBL220,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,3000.0,5.522878745280337,CHEMBL643374,Acetylcholinesterase,B,Small Molecule,2,5,2.0,3.0,59.14,0.0,1
CHEMBL56594,CHEMBL213,CCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,10000.0,5.0,CHEMBL883288,Beta-1 adrenergic receptor,B,Small Molecule,1,2,1.0,3.0,69.72,8.0,1
CHEMBL56594,CHEMBL210,CCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,6500.0,5.187086643357144,CHEMBL647882,Beta-2 adrenergic receptor,B,Small Molecule,3,4,1.0,3.0,69.72,8.0,1
CHEMBL52407,CHEMBL213,CCCCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,580.0,6.236572006437063,CHEMBL883288,Beta-1 adrenergic receptor,B,Small Molecule,1,5,1.0,6.0,88.33,11.0,0
CHEMBL52407,CHEMBL210,CCCCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,100.0,7.0,CHEMBL647882,Beta-2 adrenergic receptor,B,Small Molecule,3,3,1.0,6.0,88.33,11.0,0
CHEMBL56449,CHEMBL210,CCCCCCc1ccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)nc1,240.0,6.619788758288394,CHEMBL647882,Beta-2 adrenergic receptor,B,Small Molecule,2,1,1.0,4.0,62.3,9.0,0
CHEMBL369185,CHEMBL286,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)NCCCC(=O)O,3200.0,5.494850021680094,CHEMBL806853,Renin,B,Peptide,5,3,7.0,8.0,211.84,18.0,0
CHEMBL158557,CHEMBL4607,COc1ccc2c(c1OCc1ccc(C(=O)O)cc1)CC(C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2,750.0,6.1249387366083,CHEMBL643791,Angiotensin II type 2 (AT-2) receptor,B,Peptide,4,1,2.0,5.0,113.37,9.0,0
CHEMBL68670,CHEMBL249,Cc1cc(C)cc(COCC(N)Cc2ccc3ccccc3c2)c1,2333.0,5.632085261206248,CHEMBL747297,Neurokinin 1 receptor,B,Small Molecule,1,1,1.0,2.0,35.25,6.0,1
CHEMBL95165,CHEMBL2940,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)NO,3700.0,5.431798275933005,CHEMBL655811,Immunoglobulin epsilon Fc receptor,B,Small Molecule,5,5,4.0,4.0,107.53,11.0,1
CHEMBL95165,CHEMBL332,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)NO,4600.0,5.337242168318426,CHEMBL680088,Matrix metalloproteinase-1,B,Small Molecule,4,2,4.0,4.0,107.53,11.0,1
CHEMBL310567,CHEMBL2094126,CCCCOc1c(C(=O)c2c(F)cc(OC)cc2F)c[nH]c2nncc1-2,22.0,7.657577319177793,CHEMBL663528,Cyclin-dependent kinase 2/cyclin E,B,Small Molecule,1,1,1.0,5.0,77.10000000000001,7.0,1
CHEMBL310567,CHEMBL2095942,CCCCOc1c(C(=O)c2c(F)cc(OC)cc2F)c[nH]c2nncc1-2,230.0,6.638272163982407,CHEMBL659781,Cyclin-dependent kinase 4/cyclin D,B,Small Molecule,1,4,1.0,5.0,77.10000000000001,7.0,1
CHEMBL64809,CHEMBL236,N#Cc1cccc(-c2cccn(C(CN3CCCC3)c3ccccc3)c2=O)c1,10000.0,5.0,CHEMBL750416,Delta opioid receptor,B,Small Molecule,4,4,0.0,4.0,49.03,5.0,1
CHEMBL64809,CHEMBL233,N#Cc1cccc(-c2cccn(C(CN3CCCC3)c3ccccc3)c2=O)c1,4280.0,5.368556230986828,CHEMBL749747,Mu opioid receptor,B,Small Molecule,5,1,0.0,4.0,49.03,5.0,1
CHEMBL10004,CHEMBL3475,O=C(Nc1ccc(OCCCCCCCn2cnnn2)cc1)c1c(O)nc2ccc(-c3cc4ccccc4s3)cc2c1O,1010.0,5.995678626217358,CHEMBL847119,Plasminogen activator inhibitor-1,B,Peptide,4,3,3.0,10.0,135.28,12.0,0
CHEMBL10004,CHEMBL3475,O=C(Nc1ccc(OCCCCCCCn2cnnn2)cc1)c1c(O)nc2ccc(-c3cc4ccccc4s3)cc2c1O,290.0,6.537602002101044,CHEMBL847120,Plasminogen activator inhibitor-1,B,Peptide,3,1,3.0,10.0,135.28,12.0,0
CHEMBL416598,CHEMBL335,O=C(O)[C@@H](Cc1ccccc1)Oc1c(I)cc(-c2c3ccccc3cc3sc4ccccc4c23)cc1I,179.0,6.747146969020107,CHEMBL770120,Protein-tyrosine phosphatase 1B,B,Peptide,1,2,1.0,3.0,46.53,6.0,0
CHEMBL287348,CHEMBL254,COc1ccc(C(Cc2ccncc2)c2ccc(Cl)cc2)cc1OC1CCCC1,2.8,8.55284196865778,CHEMBL765477,Phosphodiesterase 4A,B,Small Molecule,4,5,0.0,3.0,31.35,7.0,0
CHEMBL285895,CHEMBL254,FC(F)Oc1ccc(C(Cc2ccncc2)c2ccc(Cl)cc2)cc1OC(F)F,11.0,7.958607314841775,CHEMBL765477,Phosphodiesterase 4A,B,Small Molecule,1,4,0.0,3.0,31.35,8.0,0
CHEMBL286224,CHEMBL254,[O-][n+]1ccc(CC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1,4.2,8.3767507096021,CHEMBL765477,Phosphodiesterase 4A,B,Peptide,3,2,1.0,4.0,65.63000000000001,9.0,0
CHEMBL384574,CHEMBL2094128,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N/C(=C\c1ccccc1)C(=O)O,70.0,7.154901959985743,CHEMBL659117,Cyclin-dependent kinase 2/cyclin A,B,Peptide,2,5,15.0,13.0,450.5199999999999,34.0,0
CHEMBL415127,CHEMBL2094128,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](C(=O)O)[C@@H](O)c1ccccc1,1200.0,5.920818753952375,CHEMBL659117,Cyclin-dependent kinase 2/cyclin A,B,Peptide,5,2,17.0,15.0,490.98,36.0,0
CHEMBL19902,CHEMBL244,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,70.0,7.154901959985743,CHEMBL659605,Coagulation factor X,B,Small Molecule,2,4,4.0,4.0,123.49000000000002,7.0,1
CHEMBL19902,CHEMBL204,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,2000000.0,2.6989700043360187,CHEMBL815797,Thrombin,B,Small Molecule,3,1,4.0,4.0,123.49000000000002,7.0,1
CHEMBL280158,CHEMBL244,N=C(N)c1ccc2oc(C(Cc3ccc(O[C@H]4CCNC4)cc3)C(=O)O)cc2c1,45000.0,4.346787486224656,CHEMBL659605,Coagulation factor X,B,Small Molecule,4,4,4.0,5.0,121.57,7.0,1
CHEMBL280158,CHEMBL204,N=C(N)c1ccc2oc(C(Cc3ccc(O[C@H]4CCNC4)cc3)C(=O)O)cc2c1,9000.0,5.045757490560675,CHEMBL815797,Thrombin,B,Small Molecule,2,5,4.0,5.0,121.57,7.0,1
CHEMBL141869,CHEMBL1952,Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccccc1,30000.0,4.522878745280337,CHEMBL816742,Thymidylate synthase,B,Small Molecule,3,4,3.0,5.0,87.82000000000001,2.0,1
CHEMBL141869,CHEMBL1952,Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccccc1,30000.0,4.522878745280337,CHEMBL816048,Thymidylate synthase,B,Small Molecule,5,2,3.0,5.0,87.82000000000001,2.0,1
CHEMBL141869,CHEMBL1952,Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccccc1,60000.0,4.221848749616356,CHEMBL814297,Thymidylate synthase,B,Small Molecule,2,1,3.0,5.0,87.82000000000001,2.0,1
CHEMBL65,CHEMBL1781,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,700.0,6.154901959985743,CHEMBL663649,DNA topoisomerase I,B,Small Molecule,4,2,1.0,6.0,81.42,1.0,1
CHEMBL323656,CHEMBL3891,COc1cc2c(cc1OC)S(=O)(=O)NC(C(=O)N[C@H](C=O)Cc1ccccc1)C2,800.0,6.096910013008056,CHEMBL656196,Calpain 1,B,Small Molecule,1,2,2.0,6.0,110.79999999999998,7.0,1
CHEMBL332638,CHEMBL3891,COc1cc2c(cc1OC)S(=O)(=O)N(Cc1ccccc1)C(C(=O)N[C@H](C=O)Cc1ccccc1)C2,1000.0,6.0,CHEMBL656196,Calpain 1,B,Peptide,4,2,1.0,6.0,102.01,9.0,0
CHEMBL336947,CHEMBL2864,Nc1nc(OCc2cc(Br)cs2)c2ncn(CCCCCCCCO[C@H]3OC(CO)[C@@H](O)[C@@H](O)C3O)c2n1,32.0,7.494850021680094,CHEMBL712287,6-O-methylguanine-DNA methyltransferase,B,Peptide,2,5,5.0,13.0,178.23000000000002,14.0,0
CHEMBL262221,CHEMBL4018,CC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)C(c1ccccc1)c1ccccc1,10.0,8.0,CHEMBL755164,Neuropeptide Y receptor type 2,B,Peptide,3,4,28.0,25.0,848.3399999999998,63.0,0
CHEMBL262221,CHEMBL4777,CC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)C(c1ccccc1)c1ccccc1,447.0,6.349692476868063,CHEMBL755163,Neuropeptide Y receptor type 1,B,Peptide,3,4,28.0,25.0,848.3399999999998,63.0,0
CHEMBL2113341,CHEMBL299,Cc1cc(N)c2ccccc2[n+]1CCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[I-].[I-],25000.0,4.6020599913279625,CHEMBL856062,Protein kinase C alpha,B,Peptide,3,4,2.0,2.0,59.8,9.0,0
CHEMBL322720,CHEMBL230,CS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,20700.0,4.684029654543083,CHEMBL655565,Cyclooxygenase-2,B,Small Molecule,4,1,0.0,5.0,64.85,4.0,1
CHEMBL322720,CHEMBL221,CS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,100000.0,4.0,CHEMBL763301,Cyclooxygenase-1,B,Small Molecule,5,4,0.0,5.0,64.85,4.0,1
CHEMBL108978,CHEMBL221,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc3ccccc3cn2)cc1,32000.0,4.494850021680094,CHEMBL763301,Cyclooxygenase-1,B,Small Molecule,3,3,0.0,5.0,64.85,3.0,1
CHEMBL146191,CHEMBL2014,Oc1nc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,6.8,8.167491087293763,CHEMBL754582,Nociceptin receptor,B,Small Molecule,2,1,1.0,4.0,41.290000000000006,3.0,1
CHEMBL146191,CHEMBL233,Oc1nc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,780.0,6.107905397309519,CHEMBL753179,Mu opioid receptor,B,Small Molecule,1,4,1.0,4.0,41.290000000000006,3.0,1
CHEMBL146191,CHEMBL237,Oc1nc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,12.0,7.920818753952375,CHEMBL751995,Kappa opioid receptor,B,Small Molecule,4,4,1.0,4.0,41.290000000000006,3.0,1
CHEMBL146191,CHEMBL236,Oc1nc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,10000.0,5.0,CHEMBL750572,Delta opioid receptor,B,Small Molecule,4,5,1.0,4.0,41.290000000000006,3.0,1
CHEMBL72752,CHEMBL1900,O=S(=O)(c1ccc(O)nn1)c1ccccc1-c1ccccc1,2200.0,5.657577319177793,CHEMBL821471,Aldose reductase,B,Small Molecule,5,3,1.0,5.0,80.15,3.0,1
CHEMBL307191,CHEMBL227,O=c1ccc2c(CO)nc(CO)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,44.0,7.356547323513812,CHEMBL650308,Type-1 angiotensin II receptor,B,Small Molecule,5,3,3.0,9.0,142.7,6.0,1
CHEMBL126788,CHEMBL2094126,CCOC(=O)CCCCCSc1cnc(NC(C)=O)s1,1000.0,6.0,CHEMBL666605,Cyclin-dependent kinase 2/cyclin E,B,Small Molecule,1,2,1.0,6.0,68.28999999999999,9.0,1
CHEMBL340794,CHEMBL2094126,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3ccc(F)cc3)s2)o1,11.0,7.958607314841775,CHEMBL666605,Cyclin-dependent kinase 2/cyclin E,B,Small Molecule,4,5,2.0,6.0,80.05,5.0,0
CHEMBL340794,CHEMBL2094127,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3ccc(F)cc3)s2)o1,19.0,7.721246399047171,CHEMBL666600,Cyclin-dependent kinase 1/cyclin B,B,Small Molecule,5,2,2.0,6.0,80.05,5.0,0
CHEMBL340794,CHEMBL1907601,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3ccc(F)cc3)s2)o1,900.0,6.045757490560675,CHEMBL666606,Cyclin-dependent kinase 4/cyclin D1,B,Small Molecule,1,2,2.0,6.0,80.05,5.0,0
CHEMBL127320,CHEMBL3572,OC(Cc1ccccc1)CN(Cc1cccc(OC(F)(F)F)c1)c1cccc(Oc2ccccc2)c1,50000.0,4.301029995663981,CHEMBL665925,Cholesteryl ester transfer protein,B,Small Molecule,2,4,1.0,4.0,41.93000000000001,10.0,0
CHEMBL1790852,CHEMBL1907599,CC(C)C[C@H]1NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](N)CSSC[C@H](C(N)=O)NC1=O,100000.0,4.0,CHEMBL823931,Integrin alpha-4/beta-1,B,Peptide,1,4,13.0,14.0,385.8699999999999,11.0,0
CHEMBL1790852,CHEMBL2095184,CC(C)C[C@H]1NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](N)CSSC[C@H](C(N)=O)NC1=O,100000.0,4.0,CHEMBL819917,Integrin alpha-4/beta-7,B,Peptide,1,4,13.0,14.0,385.8699999999999,11.0,0
CHEMBL68172,CHEMBL2409,CCOC(=O)c1ccc(COC(=O)CCCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,100.0,7.0,CHEMBL677485,Epoxide hydratase,B,Small Molecule,1,5,2.0,5.0,93.73,9.0,1
CHEMBL9194,CHEMBL252,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,0.31,9.508638306165729,CHEMBL679122,Endothelin receptor ET-A,B,Peptide,1,2,1.0,6.0,88.54,12.0,0
CHEMBL607273,CHEMBL287,CN(C(=O)CSc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,200.0,6.698970004336019,CHEMBL803878,Sigma opioid receptor,B,Small Molecule,4,4,0.0,3.0,23.550000000000004,5.0,1
CHEMBL158470,CHEMBL248,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CCCCCC1)C(=O)C(F)(F)F,175.0,6.756961951313706,CHEMBL878146,Leukocyte elastase,B,Peptide,4,2,3.0,7.0,158.82,13.0,0
CHEMBL109016,CHEMBL3911,O=C(O)CCCCCc1sccc1CCCc1ccccc1,4500.0,5.346787486224656,CHEMBL706964,Leukotriene B4 receptor 1,B,Small Molecule,1,1,1.0,2.0,37.3,10.0,0
CHEMBL326000,CHEMBL3911,COc1ccc(CCCc2sccc2CCCCCCC(=O)O)cc1,3000.0,5.522878745280337,CHEMBL706964,Leukotriene B4 receptor 1,B,Small Molecule,3,4,1.0,3.0,46.53,12.0,0
CHEMBL538732,CHEMBL3157,CNC(=O)c1ccc(/C=C/C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccn4c(Br)c(C)nc34)c2Cl)cc1.Cl,1.5,8.823908740944319,CHEMBL653421,Bradykinin B2 receptor,B,Peptide,4,2,2.0,6.0,105.04,9.0,0
CHEMBL538732,CHEMBL3157,CNC(=O)c1ccc(/C=C/C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccn4c(Br)c(C)nc34)c2Cl)cc1.Cl,9.0,8.045757490560675,CHEMBL653418,Bradykinin B2 receptor,B,Peptide,4,2,2.0,6.0,105.04,9.0,0
CHEMBL132510,CHEMBL3157,COc1nc2c(OCc3c(Cl)ccc(N(C)C(=O)CNC(=O)/C=C/c4ccc(C(=O)N(C)C)cc4)c3Cl)cccc2n1C,14.0,7.853871964321762,CHEMBL653418,Bradykinin B2 receptor,B,Peptide,4,4,1.0,7.0,106.0,10.0,0
CHEMBL90697,CHEMBL1901,COc1ccc(N(C(=O)CN2C(=O)C(Cc3n[nH]c4cc(F)ccc34)C(=O)N(c3ccccc3)c3ccccc32)C(C)C)cc1,29.51,7.53003079050004,CHEMBL661740,Cholecystokinin A receptor,B,Peptide,4,2,1.0,5.0,98.84,8.0,0
CHEMBL90697,CHEMBL298,COc1ccc(N(C(=O)CN2C(=O)C(Cc3n[nH]c4cc(F)ccc34)C(=O)N(c3ccccc3)c3ccccc32)C(C)C)cc1,588.84,6.23000269597146,CHEMBL660311,Cholecystokinin B receptor,B,Peptide,5,5,1.0,5.0,98.84,8.0,0
CHEMBL111277,CHEMBL252,CCCCCS(=O)(=O)N(CCC)CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1,0.078,10.10790539730952,CHEMBL873596,Endothelin receptor ET-A,B,Peptide,1,5,1.0,7.0,105.61,14.0,0
CHEMBL111277,CHEMBL1785,CCCCCS(=O)(=O)N(CCC)CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1,0.28,9.55284196865778,CHEMBL677449,Endothelin receptor ET-B,B,Peptide,4,1,1.0,7.0,105.61,14.0,0
CHEMBL419367,CHEMBL252,CCCN(CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1)S(=O)(=O)CCCC(F)(F)F,0.055,10.259637310505756,CHEMBL873596,Endothelin receptor ET-A,B,Peptide,3,3,1.0,7.0,105.61,13.0,0
CHEMBL419367,CHEMBL1785,CCCN(CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1)S(=O)(=O)CCCC(F)(F)F,0.2,9.69897000433602,CHEMBL677449,Endothelin receptor ET-B,B,Peptide,3,3,1.0,7.0,105.61,13.0,0
CHEMBL73894,CHEMBL2093863,CCc1nn(-c2ccc(F)cc2)c2c1CCN(c1ccccc1)C2=O,1640.0,5.785156151952302,CHEMBL769678,Phosphodiesterase 4,B,Small Molecule,4,3,0.0,3.0,38.13,3.0,1
CHEMBL65010,CHEMBL244,O=C(c1ccc(C2=NCCCN2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Br)ccc3c2)CC1,1300.0,5.886056647693163,CHEMBL659609,Coagulation factor X,B,Peptide,2,2,1.0,5.0,82.08000000000001,4.0,0
CHEMBL66362,CHEMBL244,N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1)N1CCCC1,70.0,7.154901959985743,CHEMBL659609,Coagulation factor X,B,Peptide,3,3,1.0,5.0,84.77999999999999,4.0,0
CHEMBL65394,CHEMBL244,CN(C)C(=N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,30.0,7.522878745280337,CHEMBL659609,Coagulation factor X,B,Small Molecule,2,4,1.0,5.0,84.78,5.0,1
CHEMBL59204,CHEMBL2870,CCC/C(=C1/N=C(c2ccc(Br)cc2)OC1=O)N1CC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,87.0,7.060480747381382,CHEMBL878198,Methionyl-tRNA synthetase,B,Peptide,1,4,3.0,7.0,134.32,9.0,0
